82579-501,BÜYÜKADA EMLAK'TAN SEZONLUK BAHÇELİ MÜSTAKİL EV sezonluk,İstanbul,Adalar,Büyükada-Maden,03.12.2018,3+1,110 m²,25.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32129498
26825-482,MUHTEŞEM DENİZ MANZARALI2+1FULLEŞYALI DOĞAL GAZLI YAZ-KIŞ DAİRE,İstanbul,Adalar,Büyükada-Nizam,08.11.2018,2+1,85 m²,2.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/27606808
97851-185,BÜYÜKADA DA 1+1 BAKIMLI KİRALIK GİRİŞ KATI daire tutuldu,İstanbul,Adalar,Büyükada-Maden,27.11.2018,1+1,80 m²,1.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31587053
26825-648,NİZAM'DA ŞAHANE DENİZ MANZARALI VE BAHÇELİ EŞYALI YAZKIŞ DAİRE,İstanbul,Adalar,Büyükada-Nizam,13.11.2018,2+1,90 m²,2.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32241351
3272-42828,HEYBELI ADADA KIRALIK BAHCE KATI SEZONLUK,İstanbul,Adalar,Heybeliada,17.11.2018,2+1,100 m²,35.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-heybeliada-emlakcidan-daire/detay/26467400
26825-644,KUMSAL'DA MANZARALI TERASLI 3+1 YAZ-KIŞ KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Maden,08.11.2018,3+1,95 m²,2.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32206940
82579-265,BÜYÜKADA EMLAK'TAN BAKIMLI SİTE İÇİNDE KEYİFLİ DUBLEX yaz-kış,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,3+1,150 m²,2.750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/26031730
82579-506,BÜYÜKADA EMLAK'TAN SİTE İÇİNDE KEYİFLİ DUBLEX yaz-kış Favorileri,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,3+1,150 m²,2.750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32228006
82579-221,BÜYÜKADA EMLAK'TAN HAVUZLU KEYİFLİ BAHÇE KATI yıllık,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,3+1,110 m²,52.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/25518031
82579-476,BÜYÜKADA EMLAK'TAN 2+1 MERKEZE YAKIN KEYİFLİ DAİRE,İstanbul,Adalar,Büyükada-Maden,03.12.2018,2+1,85 m²,1.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31809194
54895-608,PLANET'TEN FUL DENİZ MANZARALI HAVUZLU TEMİZ DUBLEX DAİRE,İstanbul,Adalar,Büyükada-Maden,29.11.2018,4+1,150 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31906366
26825-649,KUMSALDA MUHTEŞEM DENİZ MANZRALI FUL EŞYALI YAZLIK TERASKATDAİRE,İstanbul,Adalar,Büyükada-Maden,13.11.2018,3+1,130 m²,17.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32241739
39631-379,ÇANKAYA'DA ŞAHANE SEZONLUK BAHÇE KATI DAİRE VE ORTA KATTA DAİRE,İstanbul,Adalar,Büyükada-Nizam,03.11.2018,3+1,120 m²,27.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/16586469
54895-611,PLANET'TEN DENİZ MANZARALI ŞÖMİNELİ HAVUZLU BAHÇEKATI DUBLEXİ,İstanbul,Adalar,Büyükada-Nizam,20.11.2018,3+1,145 m²,2.750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32099844
1324-795,BÜYÜKADA GLOBE EMLAK'TAN 2 +1 KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Maden,28.10.2018,2+1,75 m²,1.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32131717
54895-430,PLANET'TEN İSKELYE 2 DAKİKA MESAFEDE İÇİ YENİLENMİŞ ARAKAT DAİRE,İstanbul,Adalar,Büyükada-Maden,24.10.2018,3+1,160 m²,3.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/23468060
2420-9455,BÜYÜKADA'da Cityside Kemer'den Muhteşem Manzaralı Çatı Dubleksi,İstanbul,Adalar,Büyükada-Maden,26.11.2018,4+1,144 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30980191
96953-21,BÜYÜKADA ANADOLU EMLAKTAN 2+1 KİRALİK DAİRE,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,120 m²,1.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30229259
26825-587,MERKEZDE HAZİRAN TEMMUZ VE EYLÜL AYLARI İÇİN FUL EŞYALI 2+1 DAİR,İstanbul,Adalar,Büyükada-Maden,04.12.2018,2+1,111 m²,20.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31043098
82579-520,BÜYÜKADA EMLAK'TAN 1+1 GİRİŞ KATI yaz-kış,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,1+1,40 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32280060
48848-118,BURGAZADADA MERKEZDE KİRALIK DAİRE,İstanbul,Adalar,Burgazadası,04.12.2018,2+1,75 m²,1.750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-burgazadasi-emlakcidan-daire/detay/25606753
26825-515,BÜYÜKADA'DA 1+1 ŞAHANE DENİZ MANZARALI DOĞALGAZLI DAİRE,İstanbul,Adalar,Büyükada-Maden,12.11.2018,1+1,60 m²,1.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/29112750
26825-615,ŞAHANE ORMAN VE DENİZ MANZARALI 3+1 ORTAKAT DAİRE,İstanbul,Adalar,Büyükada-Nizam,12.11.2018,3+1,120 m²,2.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/31639042
26825-430,ŞAHANE DENİZ MANZARALI FUL EŞYALI 4+2 YAZLIK DUBLEKS DAİRE,İstanbul,Adalar,Büyükada-Nizam,12.11.2018,4+2,140 m²,18.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/25092309
39631-422,HEYBELİADA İSKELEDE YOL YALISI DAİRE,İstanbul,Adalar,Heybeliada,07.11.2018,2+1,65 m²,17.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-heybeliada-emlakcidan-yazlik/detay/18446703
26825-652,ŞAHANE DENİZ VE ORMAN MANZARALI DOĞAL GAZLI 2+1 YAZ-KIŞ DAİRE,İstanbul,Adalar,Büyükada-Maden,15.11.2018,2+1,90 m²,2.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32259745
39631-468,MADEN DE YALI DAİRESİ EŞYALI HAVUZLU İSKELELİ,İstanbul,Adalar,Büyükada-Maden,14.11.2018,3+1,130 m²,29.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/21058031
96953-79,"ANADOLU EMLAKTAN, HEYBELİADA DA, DENİZ MANZARALI, KİRALIK DAİRE.",İstanbul,Adalar,Heybeliada,28.10.2018,2+1,75 m²,2.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-heybeliada-emlakcidan-daire/detay/31991160
1503-5516,BÜYÜKADA PERVANE SOKAK'TA ÇOK TEMİZ ÇATI DUBLEKS,İstanbul,Adalar,Büyükada-Nizam,27.11.2018,4+1,170 m²,2.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/31763207
39631-560,MERKEZE YAKIN MANZARALI BALKONLU SEZONLUK FERAH DAİRE,İstanbul,Adalar,Büyükada-Nizam,03.11.2018,3+1,120 m²,28.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/30695727
1324-799,BÜYÜKADA GLOBE EMLAK'TAN 2+1 KİRALIK BAHÇEKATI DAİRE,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,2+1,80 m²,1.850 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32181008
26825-647,KUMSAL'DA DOĞAL GAZLI YAZ-KIŞ DUBLEKS 3+1 DAİRE,İstanbul,Adalar,Büyükada-Maden,12.11.2018,3+1,110 m²,2.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32235370
26825-629,MERKEZE 2 DAKİKA MESAFEDE YAZ-KIŞ 2+1 KONUMUNDA 1+1 BAHÇEKATI,İstanbul,Adalar,Büyükada-Maden,12.11.2018,1+1,60 m²,1.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31863072
48848-142,BURGAZADA DA DOĞA VE DENİZ MANZARALI KİRALIK DAİRE,İstanbul,Adalar,Burgazadası,12.12.2018,2+1,120 m²,20.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-burgazadasi-emlakcidan-daire/detay/30928247
0-32153233,heybeliada da ki evime ev arkadaşi arıyorum,İstanbul,Adalar,Heybeliada,31.10.2018,2+1,75 m²,850 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-heybeliada-sahibinden-daire/detay/32153233
1324-731,BÜYÜKADA GLOBE EMLAK TAN 4+1 DENİZ MANZARALI DAİRE,İstanbul,Adalar,Büyükada-Maden,02.11.2018,4+1,130 m²,3.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30617607
39631-523,İSKELEYE ÇOK YAKIN SEZONLUK EŞYALI ÇATI KATI,İstanbul,Adalar,Büyükada-Maden,28.10.2018,2+1,85 m²,12.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/26818713
39631-421,HEYBELİADA İSKELEDE YOL YALISI DAİRE,İstanbul,Adalar,Heybeliada,10.11.2018,1+1,50 m²,12.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-heybeliada-emlakcidan-daire/detay/18437512
97851-55,"BÜYÜKADA DA,ORMANIN GÖBEĞİNDE ÇOK AMAÇLI,SEZONLUK YAZLIK",İstanbul,Adalar,Büyükada-Nizam,04.12.2018,5+1,200 m²,2.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/30696580
26825-517,BÜYÜKADA'DA 2+1 KISMİ DENİZ MANZARALI DOĞALGAZLI DAİRE,İstanbul,Adalar,Büyükada-Maden,12.11.2018,2+1,70 m²,1.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/29113033
48848-138,BÜYÜKADA DA ORMAN VE DENİZ MANZARALI FUL EŞYALI KİRALIK DAIRE,İstanbul,Adalar,Büyükada-Nizam,21.11.2018,4+1,150 m²,15.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/30104228
82579-500,BÜYÜKADA EMLAK'TAN 1+1 DENİZ MANZARALI 70M2 ÜST KAT,İstanbul,Adalar,Büyükada-Maden,03.12.2018,1+1,70 m²,1.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32129334
39631-573,KISMİ DENİZ MANZARALI BALKONLU 2+1 DAİRE,İstanbul,Adalar,Büyükada-Maden,03.11.2018,2+1,85 m²,1.650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32143065
26825-643,MERKEZE VE İSKELEYE ÇOK YAKIN DOĞAL GAZLI 2+1 YAZ-KIŞ DAİRE,İstanbul,Adalar,Büyükada-Maden,08.11.2018,2+1,80 m²,1.350 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32206856
1202-95597,BURGAZADA'DA DENİZ MANZARALI SEZONLUK DAİRE.,İstanbul,Adalar,Burgazadası,06.12.2018,3+1,150 m²,30.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-burgazadasi-emlakcidan-daire/detay/25528543
1324-773,BÜYÜKADA GLOBE EMLAK'TAN 3+1 KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Nizam,04.12.2018,3+1,150 m²,3.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/31553218
39631-423,HEYBELİADA İSKELEDE YOL YALISI DAİRE,İstanbul,Adalar,Heybeliada,10.11.2018,1+1,50 m²,12.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-heybeliada-emlakcidan-yazlik/detay/18447695
77988-90,SENELİK KİRALIK,İstanbul,Adalar,Burgazadası,13.12.2018,2+1,110 m²,27.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-burgazadasi-emlakcidan-daire/detay/32438626
96953-85,"ANADOLU EMLAKTAN, MERKEZE 5 DAKİKA MESAFESİNDE, KIRALIK DAİRE.",İstanbul,Adalar,Büyükada-Maden,17.11.2018,2+1,100 m²,1.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32070684
id,aciklama,sehir,semt,mahalle,ilan tarihi,oda sayisi,alan,kira,url
58678-961,BÜYÜKADA'DA YEŞİLLİKLER İÇERİSİNDE DENİZ MANZARALI DUBLEKS DAİRE,İstanbul,Adalar,Büyükada-Nizam,16.12.2018,3+1,193 m²,2.750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32269258
4387-1189,BÜYÜKADADAGÖKHANDAN DOĞAİÇİNDEMANZARALI FERAH ARA KAT,İstanbul,Adalar,Büyükada-Maden,14.12.2018,3+1,140 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31983963
54895-620,PLANET'TEN MERKEZDE İŞ YERİ OLMAYA UYGUN 2 DAİRELİ KOMPLE BİNA,İstanbul,Adalar,Büyükada-Maden,05.12.2018,6+2,200 m²,7.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32385189
4387-1198,GÖKHANDAN BÜYÜKADADA MERKEZE&DENİZE 5dk.BAHÇEKATI,İstanbul,Adalar,Büyükada-Maden,14.12.2018,4+1,120 m²,2.650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32321716
4387-1197,GÖKHANDAN BÜYÜKADADA MANZARALI ÇATI KATI,İstanbul,Adalar,Büyükada-Nizam,18.12.2018,2+1,95 m²,1.950 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32270504
82579-527,BÜYÜKADA EMLAK'TAN 2+1 KÖŞK DAİRESİ,İstanbul,Adalar,Büyükada-Maden,03.12.2018,2+1,100 m²,1.750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32332223
1324-801,BÜYÜKADA GLOBE EMLAK'TAN KUMSAL'DA 2+1 KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Maden,24.11.2018,2+1,75 m²,1.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32317950
4387-1144,BÜYÜKADA' DA GÖKHANDAN YILLIK YALI FIRSATI ...,İstanbul,Adalar,Büyükada-Nizam,18.12.2018,3+1,160 m²,72.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/31137491
4387-1038,BÜYÜKADADA GÖKHANDAN YILLIK MERKEZE 3 DK. 2+1 TERAS DAİRE,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,110 m²,2.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/25863762
54895-619,PLANET'TEN 5 DKKA MESAFEDE HAVUZLU DENİZ MANZARALI DUBLEKS,İstanbul,Adalar,Büyükada-Maden,25.11.2018,3+1,130 m²,2.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32322151
0-32344517,Büyükada Deniz&Yeşil Manzaralı Bahçe Katı Kiralık (Cankaya Cd.),İstanbul,Adalar,Büyükada-Nizam,28.11.2018,1+1,90 m²,1.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-sahibinden/detay/32344517
1324-626,BÜYÜKADA GLOBE EMLAK'TAN YILLIK KİRALIK BAHÇE KATI DAİRE,İstanbul,Adalar,Büyükada-Maden,17.12.2018,2+1,75 m²,1.650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/27026069
82579-461,BÜYÜKADA EMLAK'TAN YAZLIK 3+1 SEDEF ADASI MANZARALI YALI DAİRESİ,İstanbul,Adalar,Büyükada-Maden,16.12.2018,3+1,110 m²,29.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30795646
0-31986627,"Yaz - Kış Kiralık, Eşyalı, Yeni Daire",İstanbul,Adalar,Büyükada-Nizam,15.12.2018,3+1,100 m²,3.250 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-sahibinden/detay/31986627
82579-525,DOĞANIN İÇİNDEKİ HUZUR,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,2+1,100 m²,2.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32332196
7553-10560,BÜYÜKADADA ÇARŞIDA KELEPİR 85 M2 2+1 KOMBİLİ DAİRE,İstanbul,Adalar,Büyükada-Maden,20.12.2018,2+1,85 m²,1.650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31963118
4387-1103,BÜYÜKADADA DENİZE 5 DK.MÜSTAKİL ÖZELLİKLİ YÜKSEK BAHÇE KATI,İstanbul,Adalar,Büyükada-Maden,14.12.2018,3+1,110 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/29539627
4387-1066,GÖKHANDAN BÜYÜKADADA MERKEZE YAKIN MANZARALI PRESTİJLİ ARA KAT,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,2+1,110 m²,3.100 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/27644439
26825-598,ŞAHANE DENİZİ VE İSKELESİ OLAN FUL EŞYALI 3+1 YALI DAİRESİ,İstanbul,Adalar,Büyükada-Maden,17.12.2018,3+1,120 m²,25.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31116500
96953-59,"ANADOLU EMLAKTAN, DENİZ MANZARALI, GENİŞ BALKONLU, EŞYALI, DAİRE",İstanbul,Adalar,Büyükada-Maden,21.12.2018,2+1,85 m²,15.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31133899
82579-529,BÜYÜKADA EMLAK'TAN KEYİFLİ 3+1 BAHÇE KATI yaz-kış,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,3+1,85 m²,1.700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32365858
4387-1203,BÜYÜKADADAGÖKHANDAN NİZAMDA DOĞA İÇİNDEMANZARALI4+1 DAİRE,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,140 m²,2.700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32414977
4387-1120,BÜYÜKADADA GÖKHANDAN MÜSTAKİL ÖZELLİKLİ MANZARALI DUBLEKS,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,150 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/30425099
1324-805,BÜYÜKADA GLOBE EMLAK'TAN 3+2 KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Maden,20.12.2018,3+2,150 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32481100
82579-494,GENİŞ BAHÇELİ 150 M2 DENİZ MANZARALI TERASLI DAİRE,İstanbul,Adalar,Büyükada-Maden,15.12.2018,4+1,180 m²,3.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32081867
26825-654,ÇANKAYADA ŞAHANE BAHÇELİ VE MANZARALI 1+1 BAHÇEKATI DAİRE,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,1+1,90 m²,1.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32370715
82579-471,BÜYÜKADA EMLAK'TAN 7+1 DENİZ HAVUZ DOĞA MANZARILI DUBLEKS,İstanbul,Adalar,Büyükada-Maden,08.12.2018,6+2,250 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31589448
4387-1078,BÜYÜKADADA GÖKHANDAN NİZAMDA YAZLIK -KIŞLIK HAVUZLU BAHÇE KATI,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,115 m²,4.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/28284500
25051-668,Şaban Tanik Gayrimenkulden deniz manzaralı daire.,İstanbul,Adalar,Büyükada-Nizam,21.12.2018,2+1,90 m²,2.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/31988550
82579-442,BÜYÜKADA EMLAK'TAN DENİZ VE HAVUZ MANZARALI 3+1 DAİRE yaz-kış,İstanbul,Adalar,Büyükada-Maden,08.12.2018,3+1,140 m²,3.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/29714691
5187-1581,"DRAMALI'DAN HEYBELİADA'DA ÖZEL GİRİŞLİ, KOMBİLİ 2+1 DAİRE",İstanbul,Adalar,Heybeliada,21.12.2018,2+1,90 m²,1.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-heybeliada-emlakcidan-daire/detay/32011994
4387-1112,BÜYÜKADADA GÖKHANDAN YILLIK EŞYALI MERKEZDE KAT,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,95 m²,2.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/30275789
3272-43020,HEYBELİ ADA AYLIK KİRALIK SIFIRLANMIŞ BAHÇE KATI,İstanbul,Adalar,Heybeliada,21.12.2018,2+1,80 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-heybeliada-emlakcidan-daire/detay/29279358
10098-259,BÜYÜK ADA TİVOLİS EMLAKDAN KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Nizam,19.12.2018,4+1,180 m²,60.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/29448884
10098-272,BÜYÜK ADA TİVOLİS EMLAKDAN KİRALIK YALI DAİRESİ,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,110 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31000085
4387-1083,BÜYÜKADA DA GÖKHANDAN AND.KLÜBÜ YANINDA1+1 Y.GİRİŞ DAİRE,İstanbul,Adalar,Büyükada-Nizam,16.12.2018,1+1,75 m²,1.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/28807459
4387-535,GÖKHAN'dan BÜYÜKADA'da KUMSALDA YILLIK 3+1 KAT,İstanbul,Adalar,Büyükada-Maden,14.12.2018,3+1,160 m²,2.700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/11343662
26825-642,KUMSAL'DA DÜZ AYAK MANZARALI 2+1 YAZ-KIŞ KİRALIK ÜSTKATDAİRE,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,70 m²,1.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32178968
4387-1190,BÜYÜKADA NİZAMDA GÖKHANDAN MANZARALI DUBLEKS DAİRE,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,150 m²,3.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32029782
96953-80,"ANADOLU EMLAKTAN, HEYBELİADA DA, EŞYALI , KİRALIK DAİRE.",İstanbul,Adalar,Heybeliada,16.12.2018,1+1,55 m²,1.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-heybeliada-emlakcidan-daire/detay/31991389
10098-265,BÜYÜKADA TİVOLİS EMLAKTAN KİRALIK HAVUZLU BAHÇE KATI,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,90 m²,1.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30269429
10098-241,BÜYÜK ADA TİVOLİS EMLAKDAN KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Nizam,19.12.2018,3+1,120 m²,2.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/27275454
54895-609,PLANET'TN YENİ BİNA BÜYÜK BAHÇELİ DENİZ MANZRLI BAHÇEKATI YALI D,İstanbul,Adalar,Büyükada-Maden,10.12.2018,3+1,150 m²,3.250 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31987003
67104-999,BÜYÜKADA'DA KAÇIRILMAYACAK FIRSAT!,İstanbul,Adalar,Büyükada-Maden,17.12.2018,5+1,250 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31740002
